Classe;CorsoTIPO;DESC_CLASSE;ISCED_F_1dgt;DESC_ISCED_F_1dgt;ISCED_F_2dgt;DESC_ISCED_F_2dgt;ISCED_F_3dgt;DESC_ISCED_F_3dgt;Area STEM
90/S;Laurea Specialistica - dm 509/99;Specialistiche in statistica demografica e sociale;05;Natural sciences, mathematics and statistics;054;Mathematics and statistics;0542;Statistics;Sì
91/S;Laurea Specialistica - dm 509/99;Specialistiche in statistica economica, finanziaria ed attuariale;05;Natural sciences, mathematics and statistics;054;Mathematics and statistics;0542;Statistics;Sì
92/S;Laurea Specialistica - dm 509/99;Specialistiche in statistica per la ricerca sperimentale;05;Natural sciences, mathematics and statistics;054;Mathematics and statistics;0542;Statistics;Sì
37;Laurea  - dm 509/99;Scienze statistiche;05;Natural sciences, mathematics and statistics;054;Mathematics and statistics;0542;Statistics;Sì
LM-95;Laurea Magistrale - dm 270/04;Classe di abilitazione A059 - Matematica e scienze nella scuola secondaria di I grado;05;Natural sciences, mathematics and statistics;058;Inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics;0588;Inter-disciplinary programmes and qualifications involving natural sciences, mathematics and statistics;Sì
23/S;Laurea Specialistica - dm 509/99;Specialistiche in informatica;06;Information and Communication Technologies (ICTs);061;Information and Communication Technologies (ICTs);0610;Information and Communication Technologies (ICTs) not further defined;Sì
LM-18;Laurea Magistrale - dm 270/04;Informatica;06;Information and Communication Technologies (ICTs);061;Information and Communication Technologies (ICTs);0610;Information and Communication Technologies (ICTs) not further defined;Sì
26;Laurea  - dm 509/99;Scienze e tecnologie informatiche;06;Information and Communication Technologies (ICTs);061;Information and Communication Technologies (ICTs);0610;Information and Communication Technologies (ICTs) not further defined;Sì
L-31;Laurea - dm 270/04;Scienze e tecnologie informatiche;06;Information and Communication Technologies (ICTs);061;Information and Communication Technologies (ICTs);0610;Information and Communication Technologies (ICTs) not further defined;Sì
100/S;Laurea Specialistica - dm 509/99;Specialistiche in tecniche e metodi per la societa dell'informazione;06;Information and Communication Technologies (ICTs);061;Information and Communication Technologies (ICTs);0612;Database and network design and administration;Sì
LM-66;Laurea Magistrale - dm 270/04;Sicurezza informatica;06;Information and Communication Technologies (ICTs);061;Information and Communication Technologies (ICTs);0612;Database and network design and administration;Sì
LM-91;Laurea Magistrale - dm 270/04;Tecniche e metodi per la societa dell'informazione;06;Information and Communication Technologies (ICTs);061;Information and Communication Technologies (ICTs);0612;Database and network design and administration;Sì
LM-Data;Laurea Magistrale - dm 270/04;Data Science;06;Information and Communication Technologies (ICTs);068;Inter-disciplinary programmes and qualifications involving Information and Communication Technologies (ICTs);0688;Inter-disciplinary programmes and qualifications involving Information and Communication Technologies (ICTs);Sì
LM-96;Laurea Magistrale - dm 270/04;Classe di abilitazione A033 - Tecnologia;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0710;Engineering and engineering trades not further defined;Sì
27/S;Laurea Specialistica - dm 509/99;Specialistiche in ingegneria chimica;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0711;Chemical engineering and processes;Sì
LM-22;Laurea Magistrale - dm 270/04;Ingegneria chimica;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0711;Chemical engineering and processes;Sì
31/S;Laurea Specialistica - dm 509/99;Specialistiche in ingegneria elettrica;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0713;Electricity and energy;Sì
LM-28;Laurea Magistrale - dm 270/04;Ingegneria elettrica;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0713;Electricity and energy;Sì
LM-30;Laurea Magistrale - dm 270/04;Ingegneria energetica e nucleare;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0713;Electricity and energy;Sì
33/S;Laurea Specialistica - dm 509/99;Specialistiche in ingegneria energetica e nucleare;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0713;Electricity and energy;Sì
32/S;Laurea Specialistica - dm 509/99;Specialistiche in ingegneria elettronica;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0714;Electronics and automation;Sì
35/S;Laurea Specialistica - dm 509/99;Specialistiche in ingegneria informatica;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0714;Electronics and automation;Sì
30/S;Laurea Specialistica - dm 509/99;Specialistiche in ingegneria delle telecomunicazioni;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0714;Electronics and automation;Sì
09;Laurea  - dm 509/99;Ingegneria dell'informazione;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0714;Electronics and automation;Sì
29/S;Laurea Specialistica - dm 509/99;Specialistiche in ingegneria dell'automazione;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0714;Electronics and automation;Sì
LM-29;Laurea Magistrale - dm 270/04;Ingegneria elettronica;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0714;Electronics and automation;Sì
LM-25;Laurea Magistrale - dm 270/04;Ingegneria dell'automazione;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0714;Electronics and automation;Sì
LM-27;Laurea Magistrale - dm 270/04;Ingegneria delle telecomunicazioni;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0714;Electronics and automation;Sì
LM-32;Laurea Magistrale - dm 270/04;Ingegneria informatica;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0714;Electronics and automation;Sì
L-08;Laurea - dm 270/04;Ingegneria dell'informazione;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0714;Electronics and automation;Sì
36/S;Laurea Specialistica - dm 509/99;Specialistiche in ingegneria meccanica;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0715;Mechanics and metal trades;Sì
LM-33;Laurea Magistrale - dm 270/04;Ingegneria meccanica;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0715;Mechanics and metal trades;Sì
LM-34;Laurea Magistrale - dm 270/04;Ingegneria navale;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0716;Motor vehicles, ships and aircraft;Sì
25/S;Laurea Specialistica - dm 509/99;Specialistiche in ingegneria aerospaziale e astronautica;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0716;Motor vehicles, ships and aircraft;Sì
37/S;Laurea Specialistica - dm 509/99;Specialistiche in ingegneria navale;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0716;Motor vehicles, ships and aircraft;Sì
LM-20;Laurea Magistrale - dm 270/04;Ingegneria aerospaziale e astronautica;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0716;Motor vehicles, ships and aircraft;Sì
34/S;Laurea Specialistica - dm 509/99;Specialistiche in ingegneria gestionale;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0719;Engineering and engineering trades not elsewhere classified;Sì
L-09;Laurea - dm 270/04;Ingegneria industriale;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0719;Engineering and engineering trades not elsewhere classified;Sì
LM-26;Laurea Magistrale - dm 270/04;Ingegneria della sicurezza;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0719;Engineering and engineering trades not elsewhere classified;Sì
L-P03;Laurea - dm 270/04;Professioni tecniche industriali e dell’informazione;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0719;Engineering and engineering trades not elsewhere classified;Sì
26/S;Laurea Specialistica - dm 509/99;Specialistiche in ingegneria biomedica;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0719;Engineering and engineering trades not elsewhere classified;Sì
LM-31;Laurea Magistrale - dm 270/04;Ingegneria gestionale;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0719;Engineering and engineering trades not elsewhere classified;Sì
10;Laurea  - dm 509/99;Ingegneria industriale;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0719;Engineering and engineering trades not elsewhere classified;Sì
LM-21;Laurea Magistrale - dm 270/04;Ingegneria biomedica;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0719;Engineering and engineering trades not elsewhere classified;Sì
LM-44;Laurea Magistrale - dm 270/04;Modellistica matematico-fisica per l'ingegneria;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0719;Engineering and engineering trades not elsewhere classified;Sì
50/S;Laurea Specialistica - dm 509/99;Specialistiche in modellistica matematico-fisica per l'ingegneria;07;Engineering, manufacturing and construction;071;Engineering and engineering trades;0719;Engineering and engineering trades not elsewhere classified;Sì
LM-53ante21;Laurea Magistrale - dm 270/04;Scienza e ingegneria dei materiali;07;Engineering, manufacturing and construction;072;Manufacturing and processing;0722;Materials (glass, paper, plastic and wood);Sì
LM-53;Laurea Magistrale - dm 270/04;Ingegneria dei materiali;07;Engineering, manufacturing and construction;072;Manufacturing and processing;0722;Materials (glass, paper, plastic and wood);Sì
61/S;Laurea Specialistica - dm 509/99;Specialistiche in scienza e ingegneria dei materiali;07;Engineering, manufacturing and construction;072;Manufacturing and processing;0722;Materials (glass, paper, plastic and wood);Sì
L-P01;Laurea - dm 270/04;Professioni tecniche per l'edilizia e il territorio;07;Engineering, manufacturing and construction;073;Architecture and construction;0730;Architecture and construction not further defined;Sì
04/S;Laurea Specialistica - dm 509/99;Specialistiche in architettura e ingegneria edile;07;Engineering, manufacturing and construction;073;Architecture and construction;0730;Architecture and construction not further defined;Sì
LM-04cu;Laurea Magistrale a Ciclo Unico - dm 270/04;Architettura e ingegneria edile-architettura (quinquennale);07;Engineering, manufacturing and construction;073;Architecture and construction;0730;Architecture and construction not further defined;Sì
04/S-cu;Laurea Specialistica a Ciclo Unico - dm 509/99;Scienze dell'architettura e dell'ingegneria edile - Ciclo Unico;07;Engineering, manufacturing and construction;073;Architecture and construction;0730;Architecture and construction not further defined;Sì
LM-04;Laurea Magistrale - dm 270/04;Architettura e ingegneria edile-architettura;07;Engineering, manufacturing and construction;073;Architecture and construction;0730;Architecture and construction not further defined;Sì
LM-03;Laurea Magistrale - dm 270/04;Architettura del paesaggio;07;Engineering, manufacturing and construction;073;Architecture and construction;0731;Architecture and town planning;Sì
LM-10;Laurea Magistrale - dm 270/04;Conservazione dei beni architettonici e ambientali;07;Engineering, manufacturing and construction;073;Architecture and construction;0731;Architecture and town planning;Sì
54/S;Laurea Specialistica - dm 509/99;Specialistiche in pianificazione territoriale urbanistica e ambientale;07;Engineering, manufacturing and construction;073;Architecture and construction;0731;Architecture and town planning;Sì
LM-48;Laurea Magistrale - dm 270/04;Pianificazione territoriale urbanistica e ambientale;07;Engineering, manufacturing and construction;073;Architecture and construction;0731;Architecture and town planning;Sì
03/S;Laurea Specialistica - dm 509/99;Specialistiche in architettura del paesaggio;07;Engineering, manufacturing and construction;073;Architecture and construction;0731;Architecture and town planning;Sì
10/S;Laurea Specialistica - dm 509/99;Specialistiche in conservazione dei beni architettonici e ambientali;07;Engineering, manufacturing and construction;073;Architecture and construction;0731;Architecture and town planning;Sì
07;Laurea  - dm 509/99;Urbanistica e scienze della pianificazione territoriale e ambientale;07;Engineering, manufacturing and construction;073;Architecture and construction;0731;Architecture and town planning;Sì
L-21;Laurea - dm 270/04;Scienze della pianificazione territoriale, urbanistica, paesaggistica e ambientale;07;Engineering, manufacturing and construction;073;Architecture and construction;0731;Architecture and town planning;Sì
L-17;Laurea - dm 270/04;Scienze dell'architettura;07;Engineering, manufacturing and construction;073;Architecture and construction;0731;Architecture and town planning;Sì
04;Laurea  - dm 509/99;Scienze dell'architettura e dell'ingegneria edile;07;Engineering, manufacturing and construction;073;Architecture and construction;0731;Architecture and town planning;Sì
LM-24;Laurea Magistrale - dm 270/04;Ingegneria dei sistemi edilizi;07;Engineering, manufacturing and construction;073;Architecture and construction;0732;Building and civil engineering;Sì
L-07;Laurea - dm 270/04;Ingegneria civile e ambientale;07;Engineering, manufacturing and construction;073;Architecture and construction;0732;Building and civil engineering;Sì
LM-23;Laurea Magistrale - dm 270/04;Ingegneria civile;07;Engineering, manufacturing and construction;073;Architecture and construction;0732;Building and civil engineering;Sì
LM-35;Laurea Magistrale - dm 270/04;Ingegneria per l'ambiente e il territorio;07;Engineering, manufacturing and construction;073;Architecture and construction;0732;Building and civil engineering;Sì
L-23;Laurea - dm 270/04;Scienze e tecniche dell'edilizia;07;Engineering, manufacturing and construction;073;Architecture and construction;0732;Building and civil engineering;Sì
38/S;Laurea Specialistica - dm 509/99;Specialistiche in ingegneria per l'ambiente e il territorio;07;Engineering, manufacturing and construction;073;Architecture and construction;0732;Building and civil engineering;Sì
08;Laurea  - dm 509/99;Ingegneria civile e ambientale;07;Engineering, manufacturing and construction;073;Architecture and construction;0732;Building and civil engineering;Sì
28/S;Laurea Specialistica - dm 509/99;Specialistiche in ingegneria civile;07;Engineering, manufacturing and construction;073;Architecture and construction;0732;Building and civil engineering;Sì
L-26;Laurea - dm 270/04;Scienze e tecnologie alimentari;08;Agriculture, forestry, fisheries and veterinary;081;Agriculture;0811;Crop and livestock production;No
40;Laurea  - dm 509/99;Scienze e tecnologie zootecniche e delle produzioni animali;08;Agriculture, forestry, fisheries and veterinary;081;Agriculture;0811;Crop and livestock production;No
78/S;Laurea Specialistica - dm 509/99;Specialistiche in scienze e tecnologie agroalimentari;08;Agriculture, forestry, fisheries and veterinary;081;Agriculture;0811;Crop and livestock production;No
LM-86;Laurea Magistrale - dm 270/04;Scienze zootecniche e tecnologie  animali;08;Agriculture, forestry, fisheries and veterinary;081;Agriculture;0811;Crop and livestock production;No
79/S;Laurea Specialistica - dm 509/99;Specialistiche in scienze e tecnologie agrozootecniche;08;Agriculture, forestry, fisheries and veterinary;081;Agriculture;0811;Crop and livestock production;No
L-38;Laurea - dm 270/04;Scienze zootecniche e tecnologie delle produzioni animali;08;Agriculture, forestry, fisheries and veterinary;081;Agriculture;0811;Crop and livestock production;No
LM-70;Laurea Magistrale - dm 270/04;Scienze e tecnologie alimentari;08;Agriculture, forestry, fisheries and veterinary;081;Agriculture;0811;Crop and livestock production;No
77/S;Laurea Specialistica - dm 509/99;Specialistiche in scienze e tecnologie agrarie;08;Agriculture, forestry, fisheries and veterinary;081;Agriculture;0819;Agriculture not elsewhere classified;No
LM-69;Laurea Magistrale - dm 270/04;Scienze e tecnologie agrarie;08;Agriculture, forestry, fisheries and veterinary;081;Agriculture;0819;Agriculture not elsewhere classified;No
74/S;Laurea Specialistica - dm 509/99;Specialistiche in scienze e gestione delle risorse rurali e forestali;08;Agriculture, forestry, fisheries and veterinary;082;Forestry;0821;Forestry;No
LM-73;Laurea Magistrale - dm 270/04;Scienze e tecnologie forestali ed ambientali;08;Agriculture, forestry, fisheries and veterinary;082;Forestry;0821;Forestry;No
47/S;Laurea Specialistica a Ciclo Unico - dm 509/99;Specialistiche in medicina veterinaria;08;Agriculture, forestry, fisheries and veterinary;084;Veterinary;0841;Veterinary;No
LM-42;Laurea Magistrale a Ciclo Unico - dm 270/04;Medicina veterinaria;08;Agriculture, forestry, fisheries and veterinary;084;Veterinary;0841;Veterinary;No
L-25;Laurea - dm 270/04;Scienze e tecnologie agrarie e forestali;08;Agriculture, forestry, fisheries and veterinary;088;Inter-disciplinary programmes and qualifications involving agriculture, forestry, fisheries and veterinary;0888;Inter-disciplinary programmes and qualifications involving agriculture, forestry, fisheries and veterinary;No
20;Laurea  - dm 509/99;Scienze e tecnologie agrarie, agroalimentari e forestali;08;Agriculture, forestry, fisheries and veterinary;088;Inter-disciplinary programmes and qualifications involving agriculture, forestry, fisheries and veterinary;0888;Inter-disciplinary programmes and qualifications involving agriculture, forestry, fisheries and veterinary;No
L-P02;Laurea - dm 270/04;Professioni tecniche agrarie, alimentari e forestali;08;Agriculture, forestry, fisheries and veterinary;088;Inter-disciplinary programmes and qualifications involving agriculture, forestry, fisheries and veterinary;0888;Inter-disciplinary programmes and qualifications involving agriculture, forestry, fisheries and veterinary;No
52/S;Laurea Specialistica a Ciclo Unico - dm 509/99;Specialistiche in odontoiatria e protesi dentaria;09;Health and welfare;091;Health;0911;Dental studies;No
LM-46;Laurea Magistrale a Ciclo Unico - dm 270/04;Odontoiatria e protesi dentaria;09;Health and welfare;091;Health;0911;Dental studies;No
LM-41;Laurea Magistrale a Ciclo Unico - dm 270/04;Medicina e chirurgia;09;Health and welfare;091;Health;0912;Medicine;No
46/S;Laurea Specialistica a Ciclo Unico - dm 509/99;Specialistiche in medicina e chirurgia;09;Health and welfare;091;Health;0912;Medicine;No
LM/SNT1;Laurea Magistrale - dm 270/04;Scienze infermieristiche e ostetriche;09;Health and welfare;091;Health;0913;Nursing and midwifery;No
L/SNT1;Laurea - dm 270/04;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;09;Health and welfare;091;Health;0913;Nursing and midwifery;No
SNT1/S;Laurea Specialistica - dm 509/99;Specialistiche nelle scienze infermieristiche e ostetriche;09;Health and welfare;091;Health;0913;Nursing and midwifery;No
SNT1;Laurea  - dm 509/99;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;09;Health and welfare;091;Health;0913;Nursing and midwifery;No
LM/SNT3;Laurea Magistrale - dm 270/04;Scienze delle professioni sanitarie tecniche;09;Health and welfare;091;Health;0914;Medical diagnostic and treatment technology;No
SNT3;Laurea  - dm 509/99;Professioni sanitarie tecniche;09;Health and welfare;091;Health;0914;Medical diagnostic and treatment technology;No
L/SNT3;Laurea - dm 270/04;Professioni sanitarie tecniche;09;Health and welfare;091;Health;0914;Medical diagnostic and treatment technology;No
SNT3/S;Laurea Specialistica - dm 509/99;Specialistiche nelle scienze delle professioni sanitarie tecniche;09;Health and welfare;091;Health;0914;Medical diagnostic and treatment technology;No
L/SNT2;Laurea - dm 270/04;Professioni sanitarie della riabilitazione;09;Health and welfare;091;Health;0915;Therapy and rehabilitation;No
SNT2;Laurea  - dm 509/99;Professioni sanitarie della riabilitazione;09;Health and welfare;091;Health;0915;Therapy and rehabilitation;No
SNT2/S;Laurea Specialistica - dm 509/99;Specialistiche nelle scienze delle professioni sanitarie della riabilitazione;09;Health and welfare;091;Health;0915;Therapy and rehabilitation;No
L/SNT4;Laurea - dm 270/04;Professioni sanitarie della prevenzione;09;Health and welfare;091;Health;0915;Therapy and rehabilitation;No
LM-67ab;Laurea Magistrale - dm 270/04;Scienze e tecniche delle attività motorie preventive e adattate (abilitazione A030);09;Health and welfare;091;Health;0915;Therapy and rehabilitation;No
76/S;Laurea Specialistica - dm 509/99;Specialistiche in scienze e tecniche delle attivita motorie preventive e adattative;09;Health and welfare;091;Health;0915;Therapy and rehabilitation;No
LM/SNT4;Laurea Magistrale - dm 270/04;Scienze delle professioni sanitarie della prevenzione;09;Health and welfare;091;Health;0915;Therapy and rehabilitation;No
SNT4;Laurea  - dm 509/99;Professioni sanitarie della prevenzione;09;Health and welfare;091;Health;0915;Therapy and rehabilitation;No
LM/SNT2;Laurea Magistrale - dm 270/04;Scienze riabilitative delle professioni sanitarie;09;Health and welfare;091;Health;0915;Therapy and rehabilitation;No
LM-67;Laurea Magistrale - dm 270/04;Scienze e tecniche delle attività motorie preventive e adattate;09;Health and welfare;091;Health;0915;Therapy and rehabilitation;No
SNT4/S;Laurea Specialistica - dm 509/99;Specialistiche nelle scienze delle professioni sanitarie della prevenzione;09;Health and welfare;091;Health;0915;Therapy and rehabilitation;No
14/S;Laurea Specialistica a Ciclo Unico - dm 509/99;Specialistiche in farmacia e farmacia industriale;09;Health and welfare;091;Health;0916;Pharmacy;No
LM-13ante22;Laurea Magistrale a Ciclo Unico - dm 270/04;Farmacia e farmacia industriale;09;Health and welfare;091;Health;0916;Pharmacy;No
LM-13;Laurea Magistrale a Ciclo Unico - dm 270/04;Farmacia e farmacia industriale;09;Health and welfare;091;Health;0916;Pharmacy;No
06;Laurea  - dm 509/99;Scienze del servizio sociale;09;Health and welfare;092;Welfare;0923;Social work and counselling;No
LM-87;Laurea Magistrale - dm 270/04;Servizio sociale e politiche sociali;09;Health and welfare;092;Welfare;0923;Social work and counselling;No
57/S;Laurea Specialistica - dm 509/99;Specialistiche in programmazione e gestione delle politiche e dei servizi sociali;09;Health and welfare;092;Welfare;0923;Social work and counselling;No
L-39;Laurea - dm 270/04;Servizio sociale;09;Health and welfare;092;Welfare;0923;Social work and counselling;No
LM-47;Laurea Magistrale - dm 270/04;Organizzazione e gestione dei servizi per lo sport e le attività motorie;10;Services;101;Personal services;1014;Sports;No
75/S;Laurea Specialistica - dm 509/99;Specialistiche in scienze e tecnica dello sport;10;Services;101;Personal services;1014;Sports;No
LM-68;Laurea Magistrale - dm 270/04;Scienze e tecniche dello sport;10;Services;101;Personal services;1014;Sports;No
53/S;Laurea Specialistica - dm 509/99;Specialistiche in organizzazione e gestione dei servizi per lo sport e le attivita motorie;10;Services;101;Personal services;1014;Sports;No
L-22;Laurea - dm 270/04;Scienze delle attività motorie e sportive;10;Services;101;Personal services;1014;Sports;No
LM-68ab;Laurea Magistrale - dm 270/04;Scienze e tecniche dello sport (abilitazione A030);10;Services;101;Personal services;1014;Sports;No
33;Laurea  - dm 509/99;Scienze delle attivita motorie e sportive;10;Services;101;Personal services;1014;Sports;No
LM-49;Laurea Magistrale - dm 270/04;Progettazione e gestione dei sistemi turistici;10;Services;101;Personal services;1015;Travel, tourism and leisure;No
39;Laurea  - dm 509/99;Scienze del turismo;10;Services;101;Personal services;1015;Travel, tourism and leisure;No
L-15;Laurea - dm 270/04;Scienze del turismo;10;Services;101;Personal services;1015;Travel, tourism and leisure;No
55/S;Laurea Specialistica - dm 509/99;Specialistiche in progettazione e gestione dei sistemi turistici;10;Services;101;Personal services;1015;Travel, tourism and leisure;No
