ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;LAU
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea;04;Business, administration and law;F;63
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea;04;Business, administration and law;M;51
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;151
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;55
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);F;8
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);M;29
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;1
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea;09;Health and welfare;F;35
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea;09;Health and welfare;M;2
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea;10;Services;F;91
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea;10;Services;M;213
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale;01;Education;F;47
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale;01;Education;M;7
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale;02;Arts and humanities;F;132
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale;02;Arts and humanities;M;29
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;129
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;48
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale;04;Business, administration and law;F;58
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale;04;Business, administration and law;M;51
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;60
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;23
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;2
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale;09;Health and welfare;F;62
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale;09;Health and welfare;M;48
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale;10;Services;F;17
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale;10;Services;M;70
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;F;178
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;M;9
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale Ciclo Unico;02;Arts and humanities;F;10
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;30
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;16
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;92
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;47
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Vecchio Ordinamento;01;Education;F;1
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Vecchio Ordinamento;01;Education;M;1
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Vecchio Ordinamento;02;Arts and humanities;F;1
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Vecchio Ordinamento;03;Social sciences, journalism and information;F;2
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Vecchio Ordinamento;03;Social sciences, journalism and information;M;3
2023;04101;"Urbino - Università degli studi ""Carlo Bo""";Marche;CENTRO;Vecchio Ordinamento;04;Business, administration and law;M;1
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea;03;Social sciences, journalism and information;F;140
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea;03;Social sciences, journalism and information;M;150
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea;04;Business, administration and law;F;21
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea;04;Business, administration and law;M;46
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;136
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;52
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;158
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;443
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;32
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;59
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea;09;Health and welfare;F;255
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea;09;Health and welfare;M;108
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;30
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;29
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea Magistrale;04;Business, administration and law;F;133
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea Magistrale;04;Business, administration and law;M;131
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;95
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;42
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;2
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;3
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;105
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;248
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;25
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;34
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea Magistrale;09;Health and welfare;F;66
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea Magistrale;09;Health and welfare;M;16
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;17
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;3
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;75
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;44
2023;04201;Ancona - Università Politecnica delle Marche;Marche;CENTRO;Vecchio Ordinamento;08;Agriculture, forestry, fisheries and veterinary;M;1
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea;01;Education;F;245
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea;01;Education;M;11
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea;02;Arts and humanities;F;317
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea;02;Arts and humanities;M;85
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea;03;Social sciences, journalism and information;F;81
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea;03;Social sciences, journalism and information;M;46
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea;04;Business, administration and law;F;67
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea;04;Business, administration and law;M;42
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea;09;Health and welfare;F;28
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea;10;Services;F;7
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea;10;Services;M;4
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea Magistrale;01;Education;F;138
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea Magistrale;01;Education;M;11
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea Magistrale;02;Arts and humanities;F;203
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea Magistrale;02;Arts and humanities;M;77
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;75
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;29
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea Magistrale;04;Business, administration and law;F;19
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea Magistrale;04;Business, administration and law;M;37
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea Magistrale;09;Health and welfare;F;19
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea Magistrale;09;Health and welfare;M;1
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea Magistrale;10;Services;F;25
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea Magistrale;10;Services;M;7
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;F;176
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;M;6
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;95
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;39
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Vecchio Ordinamento;01;Education;F;4
2023;04301;Macerata - Università degli studi;Marche;CENTRO;Vecchio Ordinamento;04;Business, administration and law;F;1
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea;02;Arts and humanities;F;36
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea;02;Arts and humanities;M;37
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea;03;Social sciences, journalism and information;F;14
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea;03;Social sciences, journalism and information;M;12
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea;04;Business, administration and law;F;23
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea;04;Business, administration and law;M;99
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;154
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;111
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);F;7
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);M;59
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;18
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;25
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;7
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;1
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea Magistrale;02;Arts and humanities;F;5
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea Magistrale;02;Arts and humanities;M;10
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;6
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;5
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;48
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;42
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;4
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;24
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;29
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;36
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;30
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;26
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;F;27
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;M;11
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;74
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;41
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Vecchio Ordinamento;04;Business, administration and law;F;2
2023;04302;Camerino - Università degli studi;Marche;CENTRO;Vecchio Ordinamento;04;Business, administration and law;M;2
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;01;Education;F;284
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;01;Education;M;12
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;02;Arts and humanities;F;676
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;02;Arts and humanities;M;252
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;03;Social sciences, journalism and information;F;727
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;03;Social sciences, journalism and information;M;344
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;04;Business, administration and law;F;375
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;04;Business, administration and law;M;751
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;270
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;197
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);F;10
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);M;49
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;178
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;384
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;79
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;122
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;09;Health and welfare;F;444
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;09;Health and welfare;M;146
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;10;Services;F;24
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea;10;Services;M;77
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;01;Education;F;136
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;01;Education;M;17
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;02;Arts and humanities;F;334
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;02;Arts and humanities;M;146
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;348
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;177
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;04;Business, administration and law;F;76
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;04;Business, administration and law;M;113
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;417
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;189
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;2
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;8
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;161
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;286
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;41
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;54
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;09;Health and welfare;F;146
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;09;Health and welfare;M;138
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;10;Services;F;82
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale;10;Services;M;68
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;F;175
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;M;8
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;202
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;113
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;94
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;56
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;243
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;140
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;01;Education;F;1
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;02;Arts and humanities;F;1
2023;04801;Firenze - Università degli studi;Toscana;CENTRO;Vecchio Ordinamento;07;Engineering, manufacturing and construction;F;1
2023;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;Laurea;01;Education;F;62
2023;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;Laurea;01;Education;M;4
2023;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;Laurea;03;Social sciences, journalism and information;F;29
2023;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;Laurea;03;Social sciences, journalism and information;M;27
2023;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;Laurea;10;Services;F;3
2023;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;Laurea;10;Services;M;12
2023;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;Laurea Magistrale;01;Education;F;10
2023;04804;"Firenze - Università telematica ""Italian University line""";Toscana;CENTRO;Laurea Magistrale;01;Education;M;2
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea;02;Arts and humanities;F;413
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea;02;Arts and humanities;M;232
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea;03;Social sciences, journalism and information;F;243
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea;03;Social sciences, journalism and information;M;215
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea;04;Business, administration and law;F;252
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea;04;Business, administration and law;M;290
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;F;296
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea;05;Natural sciences, mathematics and statistics;M;236
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);F;21
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea;06;Information and Communication Technologies (ICTs);M;110
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea;07;Engineering, manufacturing and construction;F;184
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea;07;Engineering, manufacturing and construction;M;456
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;F;88
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea;08;Agriculture, forestry, fisheries and veterinary;M;65
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea;09;Health and welfare;F;360
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea;09;Health and welfare;M;97
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea;10;Services;F;70
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea;10;Services;M;62
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;02;Arts and humanities;F;340
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;02;Arts and humanities;M;165
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;F;178
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;03;Social sciences, journalism and information;M;131
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;04;Business, administration and law;F;141
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;04;Business, administration and law;M;180
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;225
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;278
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;20
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;101
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;F;186
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;07;Engineering, manufacturing and construction;M;419
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;60
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;M;49
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;09;Health and welfare;F;78
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;09;Health and welfare;M;32
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;10;Services;F;13
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale;10;Services;M;8
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;F;30
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;01;Education;M;2
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;151
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;87
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;29
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;21
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;F;24
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;M;14
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;239
2023;05001;Pisa - Università;Toscana;CENTRO;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;148
2023;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;02;Arts and humanities;M;4
2023;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;03;Social sciences, journalism and information;F;1
2023;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;08;Agriculture, forestry, fisheries and veterinary;M;1
2023;05001;Pisa - Università;Toscana;CENTRO;Vecchio Ordinamento;09;Health and welfare;M;1
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;01;Education;F;128
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;01;Education;M;7
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;02;Arts and humanities;F;205
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;02;Arts and humanities;M;73
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;03;Social sciences, journalism and information;F;123
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;03;Social sciences, journalism and information;M;86
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;04;Business, administration and law;F;158
2023;05201;Siena - Università degli studi;Toscana;CENTRO;Laurea;04;Business, administration and law;M;136
