ANNO;AteneoCOD;AteneoNOME;AteneoREGIONE;AteneoAREAGEO;CorsoTIPO;COD_FoET2013;DESC_FoET2013;Genere;ISC
2024/2025;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;F;121
2024/2025;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;116
2024/2025;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;04;Business, administration and law;F;74
2024/2025;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;04;Business, administration and law;M;106
2024/2025;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;56
2024/2025;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;02;Arts and humanities;M;40
2024/2025;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;M;11
2024/2025;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;01;Education;F;2
2024/2025;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;1
2024/2025;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Laurea;02;Arts and humanities;F;135
2024/2025;00701;Aosta - Università degli studi;Valle d'Aosta;NORD-OVEST;Vecchio Ordinamento;01;Education;F;6
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;01;Education;M;1
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;04;Business, administration and law;F;70
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;F;8
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;M;19
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;316
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;973
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;M;967
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;05;Natural sciences, mathematics and statistics;M;8
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;09;Health and welfare;M;22
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;1929
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;717
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;144
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;01;Education;F;187
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;1269
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;04;Business, administration and law;M;1502
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;446
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;49
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;06;Information and Communication Technologies (ICTs);F;105
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;M;39
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;F;240
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;02;Arts and humanities;F;68
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;1169
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;01;Education;M;69
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;03;Social sciences, journalism and information;F;22
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;06;Information and Communication Technologies (ICTs);M;2
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;01;Education;F;18
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;04;Business, administration and law;F;1351
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;07;Engineering, manufacturing and construction;F;12
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;01;Education;F;569
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;F;1030
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;10;Services;F;210
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;10;Services;M;41
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;02;Arts and humanities;F;2533
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;F;1449
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;02;Arts and humanities;M;20
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;622
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;355
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;07;Engineering, manufacturing and construction;F;17
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;M;2976
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;09;Health and welfare;F;36
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;09;Health and welfare;F;260
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;09;Health and welfare;F;2417
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;02;Arts and humanities;M;1227
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;395
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;07;Engineering, manufacturing and construction;M;54
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;03;Social sciences, journalism and information;M;8
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;419
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;04;Business, administration and law;M;42
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;888
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;01;Education;F;558
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;1406
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;09;Health and welfare;M;725
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Vecchio Ordinamento;10;Services;F;4
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;M;301
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;665
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;06;Information and Communication Technologies (ICTs);M;578
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;09;Health and welfare;M;71
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;01;Education;M;20
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea;10;Services;M;343
2024/2025;01001;Genova - Università degli studi;Liguria;NORD-OVEST;Laurea Magistrale;10;Services;F;15
2024/2025;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;3
2024/2025;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;M;277
2024/2025;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;F;89
2024/2025;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;60
2024/2025;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;150
2024/2025;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;4
2024/2025;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;M;369
2024/2025;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;F;388
2024/2025;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;M;792
2024/2025;01201;"Castellanza - Università ""Carlo Cattaneo""";Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;F;268
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;141
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);F;7
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;572
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;91
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;02;Arts and humanities;F;477
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;M;149
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;F;868
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;06;Information and Communication Technologies (ICTs);M;49
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;M;205
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;10;Services;M;313
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;09;Health and welfare;F;13
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;09;Health and welfare;F;677
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;10;Services;F;43
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;31
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;10;Services;F;250
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;15
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;786
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;210
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;02;Arts and humanities;M;168
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;10;Services;M;20
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;F;68
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;F;513
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;04;Business, administration and law;F;131
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;06;Information and Communication Technologies (ICTs);F;133
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;06;Information and Communication Technologies (ICTs);M;719
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;M;644
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;68
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;09;Health and welfare;M;244
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;1341
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;798
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;290
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;M;475
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;09;Health and welfare;M;31
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;49
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;15
2024/2025;01202;Varese - Università dell' Insubria;Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;M;610
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;01;Education;M;371
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;F;899
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;M;722
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;F;2736
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;6804
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;M;450
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;F;836
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;M;91
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;F;312
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;10;Services;F;1906
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;03;Social sciences, journalism and information;F;1727
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;02;Arts and humanities;F;2509
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;02;Arts and humanities;M;629
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;05;Natural sciences, mathematics and statistics;M;497
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;07;Engineering, manufacturing and construction;M;1163
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;09;Health and welfare;M;1198
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;05;Natural sciences, mathematics and statistics;F;169
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;01;Education;F;974
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;F;976
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;04;Business, administration and law;M;3080
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;02;Arts and humanities;F;2323
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;M;4649
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;07;Engineering, manufacturing and construction;M;5661
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;04;Business, administration and law;M;690
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;01;Education;F;4273
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea;10;Services;M;3352
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;09;Health and welfare;F;774
2024/2025;01301;"Novedrate (CO) - Università telematica ""e-Campus""";Lombardia;NORD-OVEST;Laurea Magistrale;01;Education;M;85
2024/2025;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Laurea;03;Social sciences, journalism and information;F;3323
2024/2025;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Vecchio Ordinamento;08;Agriculture, forestry, fisheries and veterinary;M;22
2024/2025;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Laurea Magistrale;08;Agriculture, forestry, fisheries and veterinary;F;208
2024/2025;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Laurea;09;Health and welfare;M;826
2024/2025;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;09;Health and welfare;F;3833
2024/2025;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Laurea;06;Information and Communication Technologies (ICTs);F;422
2024/2025;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Vecchio Ordinamento;09;Health and welfare;M;44
2024/2025;01501;Milano - Università degli studi;Lombardia;NORD-OVEST;Laurea Magistrale Ciclo Unico;08;Agriculture, forestry, fisheries and veterinary;F;453
